cod_cliente,clt_tipo_contac,clt_contac
24431620,1,de-andaclara@yahoo.com
24431620,2,5389568263603
78359499,1,ibonilla@gmail.com
78359499,2,7507854807122
60683564,1,ylaureano@gmail.com
60683564,2,9897937987643
60683564,3,0220002759899
60683564,4,1100820996100
15326690,1,maria-teresaalcala@hotmail.com
15326690,2,6659794307612
15326690,3,7623620111690
16648845,1,marisolavila@gmail.com
16648845,2,4584999557550
16648845,3,7421537999336
11696544,1,dlopez@gmail.com
11696544,2,0720300844840
54147423,1,snieto@hotmail.com
54147423,2,5920740560530
34435861,1,porfirio55@gmail.com
34435861,2,7997167173326
34435861,3,3410555951336
34435861,4,2540262467451
34435861,5,6184445031506
36037186,1,krivas@yahoo.com
36037186,2,0617202729443
25164800,1,alfredomagana@gmail.com
25164800,2,2454314986274
25164800,3,3262000299320
14868863,1,benitopolanco@gmail.com
14868863,2,9965367744990
14868863,3,9584125914855
75558727,1,rene78@hotmail.com
75558727,2,9504326632458
75558727,3,3558076917318
75558727,4,0287988398157
10350737,1,venegascesar@yahoo.com
10350737,2,9780599501439
10350737,3,8920490625111
10350737,4,5469099726804
33287430,1,perlavenegas@yahoo.com
49804669,1,ybeltran@yahoo.com
49804669,2,7019944383485
49804669,3,2643844096304
49804669,4,3185452508116
49804669,5,9546043696971
49788006,1,maria-eugeniagarica@yahoo.com
49788006,2,5070170870051
49788006,3,8207145008532
49788006,4,8751151259814
49788006,5,2513056296834
94172430,1,claudiovillagomez@hotmail.com
94172430,2,6695425416243
53326515,1,aida19@gmail.com
53326515,2,7844204301980
53326515,3,1788998390809
53030498,1,nguillen@yahoo.com
53030498,2,3410496628620
22219442,1,dalia00@gmail.com
22219442,2,3732380561887
30663619,1,carreropascual@hotmail.com
30663619,2,3565694473644
30663619,3,2999934173331
11329817,1,franciscovalentin@yahoo.com
11329817,2,9989677958584
11329817,3,6260933881258
11329817,4,6533305445024
11329817,5,4441489299863
05973491,1,isabela36@yahoo.com
05973491,2,3837419042335
05973491,3,1484089523242
05973491,4,5515973867907
05973491,5,4509163199237
03533178,1,eloisa90@yahoo.com
03533178,2,5684912021418
03533178,3,4379507687528
03533178,4,6648201400231
98217953,1,ksalinas@gmail.com
98217953,2,3498043235243
98217953,3,8244990993033
84134646,1,guillermomaldonado@yahoo.com
06874308,1,mendezluis@yahoo.com
07864155,1,wvillareal@hotmail.com
07864155,2,3645295279410
07864155,3,8965719409445
07864155,4,2321085023115
07864155,5,4666146247994
84667908,1,lilianagarcia@yahoo.com
84667908,2,7764025118274
62555524,1,saenzelisa@hotmail.com
62555524,2,4832819090923
62555524,3,7848532645458
16546998,1,bmondragon@yahoo.com
10138236,1,aurora56@gmail.com
10138236,2,5895925324744
10138236,3,0053487279301
10138236,4,2371727806221
10138236,5,8392306309715
25897029,1,ubriseno@hotmail.com
25897029,2,9524083150245
25897029,3,0066419650446
25897029,4,4981670696845
25897029,5,6226341106585
81331468,1,narenas@gmail.com
65524312,1,omargarica@hotmail.com
65524312,2,5117942207989
65524312,3,5540362851834
64866703,1,debora06@gmail.com
89567074,1,mbustos@yahoo.com
89567074,2,0964606078863
89567074,3,7071312908670
07547768,1,barragangloria@gmail.com
07547768,2,4511275230240
07547768,3,5741153230052
07547768,4,3939537154475
52146947,1,gilberto79@hotmail.com
52146947,2,6904450921740
52146947,3,2254975341291
52146947,4,8067355439571
75273965,1,alonsocarlota@yahoo.com
75273965,2,6759030725618
75273965,3,3352365662477
75273965,4,3470886297604
75273965,5,5473391820864
86215350,1,qtellez@gmail.com
86215350,2,8966513042541
86215350,3,1673689774700
04564454,1,uleyva@hotmail.com
17044226,1,hilda49@gmail.com
17044226,2,9936771510438
17044226,3,4383014954006
17044226,4,1936504607546
17044226,5,2713408494260
00949293,1,lsandoval@yahoo.com
41880258,1,ide-leon@gmail.com
32145670,1,hermelindaverdugo@gmail.com
32145670,2,3186528388035
23601352,1,wilfridovillasenor@hotmail.com
23601352,2,9473475912402
82368005,1,ielizondo@yahoo.com
63413878,1,ivonne24@gmail.com
10129661,1,cfigueroa@gmail.com
10129661,2,6203000013082
10129661,3,4847695319899
43720996,1,sara77@hotmail.com
43720996,2,0892971739253
43720996,3,7840838308852
43720996,4,8701544282279
15631039,1,ontiverosmaria-teresa@hotmail.com
15631039,2,9642933389926
15631039,3,8333944963534
15631039,4,3612729320463
15631039,5,7340207121307
19730424,1,jmadera@hotmail.com
19730424,2,8720202120137
47408395,1,rubenserna@hotmail.com
53368690,1,chavezteodoro@yahoo.com
53368690,2,2290950654993
53368690,3,5746058691251
53368690,4,3841466382455
65080689,1,lucerodalia@yahoo.com
65080689,2,3917572439374
65080689,3,0939145404762
65080689,4,0939364393062
65080689,5,0519913166591
14793257,1,raquelpedroza@gmail.com
14793257,2,5571279614185
14793257,3,8446649600938
05178698,1,murillodaniel@yahoo.com
05178698,2,9791142721513
23734623,1,tvallejo@hotmail.com
23734623,2,4731479730483
23734623,3,5868032693946
23734623,4,0495054502084
97545460,1,silviavaldez@hotmail.com
97545460,2,0167936523071
78563421,1,rafael04@gmail.com
78563421,2,3425216356915
34826300,1,calvillominerva@gmail.com
34826300,2,1445616700254
34826300,3,6362417755808
90920134,1,ernesto02@hotmail.com
90920134,2,7256394636211
90920134,3,1263347448703
90920134,4,1422333772393
90920134,5,2232647618711
53301284,1,santiago01@hotmail.com
50621897,1,jeronimosaucedo@yahoo.com
50621897,2,8364348848697
50621897,3,1322874863469
50621897,4,2236208960266
50621897,5,8231146454255
43486946,1,jaime03@hotmail.com
43486946,2,6591891546123
61474741,1,alma68@gmail.com
61474741,2,2130603447276
61474741,3,6021132827350
61474741,4,0665465878534
61474741,5,7357926314584
96421895,1,zepedacecilia@gmail.com
96421895,2,5021679775091
35237402,1,pugareina@yahoo.com
35237402,2,6873868366656
35237402,3,3317283553958
35237402,4,9277645695586
35237402,5,1904145048534
23996076,1,qavila@gmail.com
23996076,2,8123548066783
23996076,3,8609778240574
27840894,1,fperales@yahoo.com
27840894,2,9961704514534
27840894,3,9421138147890
32846980,1,socorro24@hotmail.com
32846980,2,7326723206782
32846980,3,0909364488781
32846980,4,1435213796430
32846980,5,8513270906788
35524885,1,zzedillo@yahoo.com
35524885,2,3321402130117
35524885,3,3582508042925
77954305,1,jacobosalinas@gmail.com
77954305,2,6276544385916
77954305,3,4129310393379
64839349,1,olivia90@yahoo.com
64839349,2,3808531427757
64839349,3,8086079836469
64839349,4,6609719433851
69448898,1,mariajiminez@yahoo.com
69448898,2,7581142966915
69448898,3,7852373273875
69448898,4,2888532651301
69448898,5,0976169317734
05671571,1,tania99@gmail.com
34318287,1,cedilloluis-miguel@yahoo.com
34318287,2,4568591117939
61060654,1,vparedes@hotmail.com
61060654,2,6879678659351
61060654,3,3329515266274
61060654,4,8380621219243
39280060,1,gpadilla@hotmail.com
39280060,2,7645028835430
39280060,3,0101864121241
16127081,1,rodolfo99@hotmail.com
16127081,2,8038494643710
09630918,1,barrientosbenjamin@hotmail.com
12216116,1,fernandocoronado@gmail.com
12216116,2,7661527290141
12216116,3,8792488771442
12216116,4,4891950535048
15645289,1,inaranjo@yahoo.com
15645289,2,1771337602085
15645289,3,7628078248260
15645289,4,1817201507166
43574162,1,fcontreras@gmail.com
43574162,2,7396436520284
43574162,3,3143077820311
32561845,1,de-leonangela@hotmail.com
32561845,2,9186874848708
32561845,3,4787291906858
32561845,4,8112175620699
32561845,5,2565251111732
08735225,1,alonsocollado@hotmail.com
08735225,2,4345327077189
60292223,1,martinezgeorgina@yahoo.com
60292223,2,5560436396396
60292223,3,4916237010068
60292223,4,4922106764770
60292223,5,0158365001656
14313677,1,mauro31@gmail.com
14313677,2,5777350078795
14313677,3,3514963060616
45150180,1,alfredo90@hotmail.com
10172988,1,beatriz12@gmail.com
10172988,2,0487443755710
47790032,1,barraganasuncion@hotmail.com
47790032,2,7996703801611
47790032,3,9617753326931
47790032,4,2289872047694
42534488,1,eloycastro@hotmail.com
42534488,2,5277803391039
14352461,1,corderoemiliano@gmail.com
14352461,2,2886706128744
14352461,3,0185971666686
14352461,4,6056183174132
86209687,1,qrazo@gmail.com
86209687,2,0341790984248
86209687,3,1075012387607
86209687,4,3443957436345
86209687,5,0742563709053
94985894,1,alta-graciapizarro@hotmail.com
94985894,2,9816604573477
94985894,3,1522811344544
75404475,1,cvalenzuela@hotmail.com
75404475,2,7800079621903
08027313,1,pelayomaximiliano@gmail.com
08027313,2,2221554880253
08027313,3,1271685273381
33024301,1,partidaclaudio@gmail.com
33024301,2,7178372124552
33024301,3,1725131710839
33024301,4,5102355716568
33024301,5,1176947884030
24364355,1,loyalorenzo@yahoo.com
24364355,2,0635600407663
16177284,1,raul79@yahoo.com
16177284,2,0801723039098
16177284,3,0956230524773
16177284,4,4742814720409
26471891,1,gllamas@yahoo.com
26471891,2,1683682745697
26471891,3,2360845450717
26471891,4,0977566709638
43831456,1,maria-jose10@gmail.com
26008448,1,berta57@gmail.com
26008448,2,7889113456810
26008448,3,6555122950812
26008448,4,4119248593879
26008448,5,5668132795919
17887939,1,olivaresfrancisco@yahoo.com
17887939,2,9535449538060
17887939,3,3665375019303
36774678,1,pamela85@gmail.com
36774678,2,9736154904652
08786777,1,maria-jose77@hotmail.com
08786777,2,6271797338274
08786777,3,0890317086374
08786777,4,0591806757249
18094916,1,estefaniahernadez@gmail.com
18094916,2,6870393683634
18094916,3,3146570775997
18094916,4,3667385500671
18094916,5,7399311736589
96225882,1,cesarcarvajal@yahoo.com
96225882,2,4761208656653
96225882,3,0108270665542
96225882,4,7099433628084
96225882,5,4712468186568
97697442,1,vacosta@yahoo.com
97697442,2,1932639227257
97697442,3,9604204681327
97697442,4,6493323278985
53293176,1,lucas36@gmail.com
53293176,2,2056776267675
65778562,1,gustavoserrano@gmail.com
65778562,2,8462412474137
65778562,3,9441553519322
65778562,4,8770047762458
65778562,5,3750554832725
80100898,1,garibaynelly@gmail.com
80100898,2,1197006350274
28138068,1,victoriadel-valle@yahoo.com
28138068,2,7405962314740
28138068,3,4768915751404
28138068,4,9848160896789
40899022,1,jacobo46@hotmail.com
40899022,2,0531802046847
40899022,3,7679883213928
40899022,4,7930489268081
30358379,1,isaac57@hotmail.com
30358379,2,2099651933300
30358379,3,7098807937040
30358379,4,7580910044776
30358379,5,8194153606753
38569593,1,luis-manuelbustos@gmail.com
78765214,1,granadosaldonza@hotmail.com
78765214,2,1179742025632
78765214,3,0210640128571
19821030,1,juradotomas@gmail.com
19821030,2,8505209447800
19821030,3,0085098921714
19821030,4,5420327961334
16234574,1,batistacornelio@hotmail.com
16234574,2,8422578830011
16234574,3,6504155301412
11374060,1,ejaime@yahoo.com
11374060,2,2095587459683
11374060,3,0826544382272
11374060,4,2437278646924
11374060,5,3005019718692
14148569,1,mateopaz@yahoo.com
14148569,2,0514580159432
14148569,3,1455764675576
14148569,4,5592246885818
14148569,5,9014254841887
36020799,1,xalvarez@yahoo.com
36020799,2,8719048043792
07516573,1,irenepatino@yahoo.com
07516573,2,8081057394327
75022228,1,rayacristobal@yahoo.com
75022228,2,0412276452328
75022228,3,5630417875972
75022228,4,5559809987252
75022228,5,2962045094595
87921212,1,indira14@gmail.com
87921212,2,1827079952157
87921212,3,1236453453670
96104880,1,oarmendariz@yahoo.com
96104880,2,1646334664865
96104880,3,3936282109717
96104880,4,3609134787905
96104880,5,3284948429242
44023928,1,ubriseno@yahoo.com
44945176,1,francisca05@gmail.com
44945176,2,3528629723654
44945176,3,3935432955854
48538046,1,nadiabaca@hotmail.com
48538046,2,5852783680396
48538046,3,8872087242398
27529034,1,celiavallejo@hotmail.com
27529034,2,9208208181736
27529034,3,3812872274594
27529034,4,4826423143256
27529034,5,6097159700485
53671042,1,bcarrion@gmail.com
53671042,2,0326993334747
53671042,3,7114702586950
53671042,4,3393583937439
20618483,1,murias@yahoo.com
20618483,2,6263239817372
20618483,3,9934649527341
20618483,4,3998595088851
47415485,1,xalfaro@hotmail.com
47415485,2,6664774017012
47415485,3,8179669862675
47415485,4,7723269579314
47415485,5,0245949280103
68474867,1,maria-eugenia33@gmail.com
68474867,2,4625966523609
68474867,3,6984926437276
68474867,4,5683461644270
47979826,1,corraljose@gmail.com
47979826,2,0897911478777
47979826,3,4796302374738
47979826,4,5398168144811
85736399,1,mateohernadez@gmail.com
85736399,2,7348634099221
74832538,1,laura15@hotmail.com
20489885,1,barbaracalderon@yahoo.com
20489885,2,4486912813948
20489885,3,7934314417514
20489885,4,0285932465720
20489885,5,5279392719751
60268600,1,jacinto36@hotmail.com
60268600,2,0845915143137
60268600,3,4872935646467
60268600,4,0908366712890
35241201,1,lourdesmuniz@yahoo.com
35241201,2,4405793449503
35241201,3,1434969388849
77157850,1,rochanorma@yahoo.com
55057479,1,maria-luisasaenz@gmail.com
55057479,2,4500487746147
55057479,3,4585596160571
55057479,4,3320576830747
03492574,1,emilia99@yahoo.com
46427601,1,maria-cristina44@gmail.com
46427601,2,2149485523610
46427601,3,7430928101659
46427601,4,0265291459203
46427601,5,7852767164476
45197383,1,tamezjuan@hotmail.com
09624078,1,hinojosasocorro@hotmail.com
21251580,1,gilberto02@yahoo.com
21251580,2,9264268119651
21251580,3,5921846937107
21251580,4,5982133671406
65863312,1,ggomez@gmail.com
65863312,2,4419449253629
29503179,1,mario18@yahoo.com
29503179,2,9296613852947
29503179,3,2935481108185
95018911,1,srojas@hotmail.com
95018911,2,0868649379331
95018911,3,9364485165582
20392406,1,quintanillaflavio@yahoo.com
20392406,2,5538443439286
20392406,3,0196319622780
20392406,4,3092245827926
06795139,1,emiliavaldez@hotmail.com
86416276,1,serafinperez@hotmail.com
50075249,1,roberto60@gmail.com
50075249,2,8073265553497
50075249,3,1939003788320
65789049,1,martinezabelardo@gmail.com
65789049,2,6661134767067
65789049,3,8733899110446
04237433,1,jorge-luisarenas@hotmail.com
04237433,2,1059509449818
72419526,1,margarita04@hotmail.com
93439398,1,cottoabril@hotmail.com
74049509,1,cornelio99@gmail.com
74049509,2,8857253893608
26878317,1,colonleonor@yahoo.com
26878317,2,6196198246672
26878317,3,5067280364169
26878317,4,9648957288007
26878317,5,7249862162479
17758062,1,susana99@gmail.com
17758062,2,0387518688802
17758062,3,8699466320012
19792378,1,aroldan@gmail.com
19792378,2,6545271843496
19792378,3,5080035801850
19792378,4,6043366920835
19792378,5,4566394063644
72177914,1,clementemurillo@hotmail.com
72177914,2,2610157345028
72177914,3,6347130041517
72177914,4,9657815222180
72177914,5,7371799862297
95864822,1,riojasmiguel-angel@yahoo.com
95864822,2,3307062279425
95864822,3,1549932812742
95864822,4,0732344751951
95864822,5,0572662213486
16117990,1,ramiromares@hotmail.com
16117990,2,7358070798115
16117990,3,4372940757069
16117990,4,1607853112916
39176219,1,carrionmarisol@hotmail.com
39176219,2,7283493046971
39176219,3,6634917886840
39176219,4,5243201036228
40989457,1,svenegas@hotmail.com
40989457,2,8320681091933
40989457,3,1850798434357
40989457,4,9394730359221
40989457,5,5913269637210
44590369,1,esparta40@hotmail.com
44590369,2,6443584937699
44590369,3,9654882168687
17444125,1,apedroza@yahoo.com
17444125,2,7185351805931
17444125,3,0144950905916
17444125,4,0400538129327
18458671,1,flavioruelas@yahoo.com
18458671,2,2619765052262
18458671,3,1214828738526
18458671,4,6613035322823
18458671,5,8684872052386
41565056,1,wbanuelos@gmail.com
41565056,2,5601250541254
41565056,3,7318763005103
41565056,4,7405178657096
41565056,5,9696964231644
66106364,1,uhernandez@gmail.com
14474699,1,arolon@hotmail.com
14474699,2,9252961113660
27200391,1,jose-mariaballesteros@gmail.com
27200391,2,0873027307308
51284930,1,juan-carlos61@gmail.com
51284930,2,6824545270509
17561532,1,talcantar@hotmail.com
17561532,2,5147547001303
17561532,3,6045145823619
40841618,1,mojicavictoria@yahoo.com
55784740,1,becerrasalvador@hotmail.com
55784740,2,0403717711368
85564336,1,carreraalma@yahoo.com
85564336,2,6001538862804
85564336,3,5916031942732
08892676,1,ana12@hotmail.com
31503877,1,perla59@yahoo.com
31503877,2,7129617988890
31503877,3,2749918483955
31503877,4,6283078988805
36669165,1,araceli79@yahoo.com
36669165,2,2851769862477
16916890,1,fmadrid@yahoo.com
16916890,2,4938101782129
16916890,3,1238611328430
16916890,4,0384028922089
16916890,5,6215763641571
22602138,1,elena04@hotmail.com
32401707,1,adalbertobravo@gmail.com
32401707,2,1302910121936
32401707,3,5983178944247
32401707,4,7712410040432
32401707,5,6902747498287
69285875,1,rmontero@hotmail.com
69285875,2,3849383622319
69285875,3,6171462188080
69285875,4,3122006325857
69285875,5,8605542231574
16499119,1,alta-graciamarquez@hotmail.com
16499119,2,2760161415341
09636958,1,jose-carlos53@yahoo.com
09636958,2,5038811637650
09636958,3,7145396812581
14935015,1,diego70@hotmail.com
14935015,2,3525680320769
14935015,3,3306274008419
99476397,1,sessa95@hotmail.com
99476397,2,9108694430759
37006402,1,saizaurelio@gmail.com
37006402,2,5174724549259
50329199,1,de-jesussalma@yahoo.com
50329199,2,6187771672653
50329199,3,5249038496055
50329199,4,0777490383284
50329199,5,7117123104256
81487028,1,alberto39@hotmail.com
81487028,2,9355031275568
81487028,3,0726189190546
94110951,1,irizarryaugusto@yahoo.com
94110951,2,0549945457278
94110951,3,6101464516457
14857140,1,terrazassandra@hotmail.com
30945036,1,mmireles@gmail.com
30945036,2,8959228830928
30945036,3,0487010064497
91304193,1,jose-manuelenriquez@hotmail.com
91304193,2,8464125626658
91304193,3,6055307210333
91304193,4,6732075547285
91304193,5,3309213197968
45269936,1,bravolilia@gmail.com
45269936,2,8589865536986
45269936,3,4181749985428
66963110,1,jacobollamas@yahoo.com
54135932,1,almarazandres@hotmail.com
54135932,2,1144291042230
54135932,3,4108862448788
78275812,1,harovictoria@hotmail.com
78275812,2,8346793222431
78275812,3,8655828685352
78275812,4,1593293281781
78275812,5,5082024661562
37413224,1,dulce55@gmail.com
17492348,1,abaca@yahoo.com
17492348,2,5148804480703
17492348,3,7996863233248
20906283,1,danielbarreto@gmail.com
20906283,2,7603848019367
20906283,3,5254845163905
20906283,4,9864252844998
89277843,1,mauricioaragon@hotmail.com
89277843,2,5147342757421
89277843,3,4920284736610
89277843,4,2723565719973
64893518,1,rodrigoolmos@gmail.com
64893518,2,8321492831020
46711755,1,corralesmarcela@gmail.com
43957194,1,yenicervantes@yahoo.com
43957194,2,3262259220514
88958576,1,wsantillan@gmail.com
82972080,1,ftellez@hotmail.com
82972080,2,7092878535008
82972080,3,1464264560225
91869722,1,zbenavides@yahoo.com
91869722,2,9218873507400
91869722,3,1691325228724
91869722,4,3016469846360
42329770,1,mateochavez@hotmail.com
42329770,2,3815237437931
42329770,3,5734094088990
42329770,4,1005761103787
42329770,5,6718456760374
47615625,1,loyaeduardo@hotmail.com
47615625,2,1800123180598
18055887,1,darioamaya@hotmail.com
18055887,2,8026033338030
84713865,1,pbriones@gmail.com
84713865,2,3655513303616
84713865,3,3756977400904
84713865,4,9704211873208
84713865,5,4323233140223
93900553,1,sara03@gmail.com
93900553,2,4907579509539
93900553,3,7577041872128
93900553,4,8606734442155
93900553,5,2787285323628
50712793,1,jonassotelo@gmail.com
50712793,2,0007342970787
50712793,3,6610487264406
50712793,4,1711784244104
50712793,5,3163735604688
79055079,1,tomashernadez@gmail.com
60144683,1,eugenia20@hotmail.com
60144683,2,3613781855951
60144683,3,0446823145948
94850956,1,velazquezsilvano@yahoo.com
94850956,2,3172445358145
94850956,3,7440052199434
74344581,1,judith79@gmail.com
74344581,2,4184007263010
74344581,3,6113706303844
19190389,1,andrea96@yahoo.com
19190389,2,2011711190771
99153953,1,wilfridobueno@gmail.com
99153953,2,9911563365501
86801409,1,jtafoya@gmail.com
86801409,2,9226295704314
43104253,1,rosazapata@hotmail.com
71443782,1,iotero@yahoo.com
71443782,2,7182774977548
71443782,3,6117530020926
87117585,1,alemanivonne@gmail.com
41498811,1,marquezwendolin@hotmail.com
41498811,2,1302971098394
41498811,3,4199057478249
91490520,1,soledad28@yahoo.com
91490520,2,9327453537436
91490520,3,2798118651264
91490520,4,8701987170217
91490520,5,8795153971857
00742412,1,marmendariz@hotmail.com
16982222,1,apaz@hotmail.com
16982222,2,1143926694498
16982222,3,9696025074677
25451030,1,jacintoquinonez@hotmail.com
25451030,2,0713799721533
25451030,3,3100566616481
95720319,1,timoteojimenez@gmail.com
91843616,1,cesar56@hotmail.com
91843616,2,2739047701337
43237746,1,mcalderon@gmail.com
43237746,2,3326139795811
43237746,3,6053764670917
43237746,4,6066408888883
43237746,5,0787702220719
71986548,1,dcervantes@gmail.com
71986548,2,1178058756010
34504598,1,lolivas@gmail.com
34504598,2,6397913923380
02039404,1,ameliaromero@yahoo.com
02039404,2,3800218139185
02039404,3,2967299971998
89747520,1,gastelumivan@hotmail.com
89747520,2,3767276144902
89747520,3,4782317593738
48122412,1,alonsofajardo@yahoo.com
48122412,2,9454444542382
48122412,3,2051091116767
48122412,4,8580188939219
80994787,1,minerva29@gmail.com
81553914,1,karina93@gmail.com
81553914,2,6439505435466
81553914,3,9665109733276
81553914,4,5522053173238
81553914,5,0572066815678
09014565,1,jose-carlos67@hotmail.com
09014565,2,1276338388902
09014565,3,1078536368623
09014565,4,0724126126740
09014565,5,4957810559630
55466509,1,augusto10@hotmail.com
55466509,2,4833621483562
55466509,3,3541161957779
55466509,4,3192504877781
55466509,5,4656687989754
33109541,1,nellycaballero@gmail.com
33109541,2,3350205653306
33109541,3,2801503380784
33109541,4,1949625581694
33109541,5,2196677459053
46100122,1,gabriel94@gmail.com
46100122,2,3125808990889
46100122,3,7176132641441
44286460,1,yorosco@gmail.com
44286460,2,1993424028475
54600201,1,eugeniacaballero@hotmail.com
92883499,1,cervantezanabel@hotmail.com
92883499,2,7273071751022
92883499,3,9588284487580
69909450,1,itzelbustos@hotmail.com
69909450,2,1471767031038
69909450,3,1460192717647
74756810,1,olivercordero@gmail.com
08388391,1,kperez@gmail.com
08388391,2,0465946250743
08388391,3,0028458668100
08388391,4,6650908638665
08388391,5,1376809778601
82981648,1,drenteria@yahoo.com
82981648,2,2698758133978
74081035,1,friassandra@gmail.com
74081035,2,2831033797354
74081035,3,9357103211506
74081035,4,2576268136023
83068638,1,andresceja@hotmail.com
83068638,2,7303670652404
83068638,3,3508956699784
55885294,1,ovalle@yahoo.com
55885294,2,9326067628494
48058360,1,cervantezalfonso@hotmail.com
06524814,1,pablogracia@gmail.com
71884172,1,yhernadez@gmail.com
71884172,2,6969125328769
33202884,1,carreromitzy@gmail.com
33202884,2,0808856300977
33202884,3,6324695544640
33202884,4,4257401945311
33202884,5,0261504798791
06199500,1,paolapartida@yahoo.com
06199500,2,3830058222983
91027870,1,ivanquesada@yahoo.com
91027870,2,5535897325046
91027870,3,6935155750338
80921448,1,gmontenegro@yahoo.com
80921448,2,2107569747009
80921448,3,3814818351359
80921448,4,1442456055464
80921448,5,4660859507843
52635779,1,rsisneros@gmail.com
52635779,2,6361163356436
52635779,3,9460599045284
52635779,4,4182094500422
44175856,1,benitojaquez@hotmail.com
44175856,2,6865378458679
23680340,1,bvilla@yahoo.com
23680340,2,3923960718466
23680340,3,8947437975518
54346840,1,teresareyes@hotmail.com
54346840,2,1017351094787
54346840,3,9788815808153
54346840,4,6870460440178
05512195,1,aldozayas@gmail.com
05512195,2,5630512374171
05512195,3,2842374250026
05512195,4,4998309904154
05512195,5,4824898610196
11342045,1,lozanoursula@gmail.com
11342045,2,1508722831597
11342045,3,6501344447922
11342045,4,1653264407216
81941629,1,timoteo12@gmail.com
81941629,2,2762296736504
30690424,1,genaro30@gmail.com
30690424,2,7261951047075
30690424,3,3511161968859
58534205,1,humberto44@gmail.com
58534205,2,2378622943724
58534205,3,3092374449470
58534205,4,7574807022982
58833117,1,urrutiaines@gmail.com
58833117,2,2966678518474
58833117,3,4526891842951
58833117,4,1586758792505
64954486,1,eugenia23@gmail.com
64954486,2,9492403126761
04069089,1,modestosoto@yahoo.com
04069089,2,7268741066595
74746491,1,qcedillo@gmail.com
74746491,2,8353653302082
74746491,3,6273903453948
74746491,4,0773866556269
74746491,5,3113316033400
04682929,1,claudiagodinez@yahoo.com
04682929,2,6904021611903
04682929,3,7552084914787
04682929,4,8167614635763
04682929,5,9200928458999
34118337,1,cmaestas@yahoo.com
34118337,2,8617811164963
34118337,3,2775577561726
34118337,4,7451778493461
34118337,5,9141505957158
99738341,1,ovallejo@hotmail.com
99738341,2,9325521211611
99738341,3,3400141925779
99738341,4,8231873109577
92687776,1,fcollado@hotmail.com
56573909,1,villanuevasoledad@gmail.com
56573909,2,7344665333917
56573909,3,9802542475617
56573909,4,6631268437919
04690450,1,ehernandez@gmail.com
05910687,1,beltranrenato@gmail.com
05910687,2,6957503711162
05910687,3,6113507976194
05910687,4,7707752932883
59060918,1,monteromayte@yahoo.com
59060918,2,6455564873479
59060918,3,4270901159383
59060918,4,5206823922451
59060918,5,2143628573354
15228864,1,pedro09@gmail.com
15228864,2,4161858720433
15228864,3,9486948075078
15228864,4,8318569488033
89047422,1,tortiz@hotmail.com
89047422,2,7380141710052
34116432,1,dmolina@gmail.com
34116432,2,6161642731718
38071195,1,dchavarria@gmail.com
38071195,2,7084263231037
54984240,1,jose-manuel69@yahoo.com
24019132,1,serratomarisol@gmail.com
24019132,2,6146261364074
24019132,3,3480699396553
24019132,4,9482108907500
24019132,5,9073718404917
04775652,1,yuridiacovarrubias@hotmail.com
04775652,2,6957772403219
44958152,1,clemente16@yahoo.com
44958152,2,2252916782664
44958152,3,5071502777813
44958152,4,3460904946633
47167339,1,botelloivan@yahoo.com
61489387,1,danielmata@yahoo.com
61489387,2,1878794200505
21314650,1,lorena29@yahoo.com
21314650,2,8431542519539
21314650,3,8858065580489
21314650,4,3670483544315
55090124,1,natividad50@hotmail.com
55090124,2,8549305307895
68783259,1,arturotamayo@hotmail.com
68783259,2,4394823350298
68783259,3,1611830941023
87665307,1,amaliaortega@hotmail.com
87665307,2,3156836380849
87665307,3,1867570301514
87665307,4,8576268186353
87665307,5,6457434508941
03565230,1,avilesanel@hotmail.com
03565230,2,9496772111180
78700635,1,ariadna81@yahoo.com
82225827,1,ppaz@hotmail.com
82225827,2,2892844541169
40461724,1,elvialerma@yahoo.com
40461724,2,8956964685681
30606302,1,apena@gmail.com
30606302,2,3873525601274
30606302,3,2254218147737
13893248,1,juliacovarrubias@gmail.com
13893248,2,9337831512855
45769290,1,fjasso@gmail.com
45769290,2,2311144851459
45769290,3,1111120386825
45769290,4,9974920650612
45769290,5,2688467345412
82956400,1,barbaramurillo@yahoo.com
93750455,1,dmagana@yahoo.com
15088222,1,reina02@hotmail.com
15088222,2,4379307082492
15088222,3,8469711658987
15088222,4,1610865306204
23102491,1,patricioescamilla@hotmail.com
23102491,2,6842578138393
23102491,3,8538390279900
61282377,1,francisco-javiervaldivia@gmail.com
61282377,2,0270331431751
50063161,1,alta-gracia35@gmail.com
07260056,1,ymontalvo@yahoo.com
83620683,1,wcoronado@gmail.com
43542123,1,jmadrigal@gmail.com
09945814,1,montaneznadia@yahoo.com
09945814,2,5883334995400
09945814,3,7779617508722
09945814,4,6138575926787
09945814,5,2768488937051
44927981,1,gesparza@gmail.com
82620806,1,corderocristobal@hotmail.com
82620806,2,4888111712492
82620806,3,0917801385784
15591760,1,casillasabraham@hotmail.com
15591760,2,8977932641141
15591760,3,0499469643496
56401035,1,aurora05@gmail.com
56401035,2,6329386087512
83707919,1,cristal34@yahoo.com
93722131,1,estradacarlos@hotmail.com
93722131,2,2934084145325
53222046,1,carbajalvictoria@hotmail.com
53222046,2,4104037307834
53222046,3,7903953533956
57561585,1,ualcantar@gmail.com
57561585,2,5606362824315
49488081,1,uvillagomez@gmail.com
49488081,2,9992817397784
49488081,3,4803576205157
49488081,4,3505086096440
