cod_cliente,clt_nombre,clit_apellido_paterno,clit_apellido_materno,clt_fec_nac,clt_direcc,clt_sexo,clt_pais_nac,clt_nacionalidad,clt_tipo,clt_razon_social,clt_fec_constitucion
72415252,Joaquín,Almonte,Serrano,1956-04-23,Retorno Alcaraz 554 Edif. 625  --  Depto. 933 -- San Modesto los bajos --  BCS 40177-4394,M,México,México,1,,
77396785,Pedro,Gamez,Soria,1906-12-24,Calle Kirguistán 040 Interior 566 -- Vieja Australia --  GTO 58448,M,México,México,1,,
19850542,Rolando,Saavedra,Ponce,1977-05-23,Callejón Norte Cortez 646 147 -- San Débora los altos --  PUE 51288-3170,M,México,México,1,,
62910989,Amelia,Gil,Roque,1908-10-09,Circunvalación Serrato 572 405 -- Vieja Albania --  DGO 54865,M,México,México,1,,
99257125,María Eugenia,Guzmán,de la Torre,1973-10-21,Calzada Castañeda 088 Edif. 710  --  Depto. 556 -- San Joaquín de la Montaña --  CHIS 41109,M,México,México,1,,
74774326,Genaro,Soria,Olivera,1915-10-11,Andador Puebla 459 Edif. 848  --  Depto. 585 -- San Concepción de la Montaña --  CHIS 57722,M,México,México,1,,
37019495,Elvira,Vázquez,Ibarra,1978-04-28,Retorno Sur Padilla 489 432 -- San Berta los altos --  TLAX 57974-0789,M,México,México,1,,
24431620,Alicia,Zarate,de la Rosa,1991-05-01,Prolongación Norte Granados 235 Interior 555 -- Nueva Marruecos --  MEX 46877-8355,M,México,México,1,,
78359499,Emilio,Zapata,Martínez,1961-02-23,Callejón Sur Casas 637 Edif. 840  --  Depto. 204 -- Nueva Guinea Bissau --  ZAC 77019,M,México,México,1,,
60683564,Luis,Verduzco,Arenas,1992-09-28,Diagonal Montaño 578 137 -- San Dulce los altos --  SLP 38018,M,México,México,1,,
15326690,Eric,Armenta,Niño,1966-02-21,Diagonal Pichardo 924 Interior 277 -- Vieja Somalia --  CHIS 93630,M,México,México,1,,
16648845,Araceli,Velasco,Téllez,2000-08-06,Corredor Sur Porras 104 Edif. 923  --  Depto. 814 -- San Carlos los bajos --  SON 36937-0262,M,México,México,1,,
11696544,Mariana,Galarza,Aponte,1965-10-09,Corredor Norte Razo 393 080 -- San Jacinto de la Montaña --  BCS 51771-5003,M,México,México,1,,
54147423,Diana,Abreu,Carvajal,1999-02-02,Circuito Guinea 850 649 -- Vieja Argentina --  BC 66654,M,México,México,1,,
34435861,José Eduardo,Paredes,Rubio,1925-01-06,Corredor Hidalgo 437 276 -- Nueva Andorra --  PUE 24603,M,México,México,1,,
36037186,Luis Manuel,Mota,Palomo,1985-07-18,Callejón Navarro 329 Interior 527 -- Vieja Croacia --  TAB 67783-3036,M,México,México,1,,
25164800,Eric,Carrasco,Figueroa,1987-08-27,Circuito Niño 995 Interior 411 -- San René los altos --  NAY 03880,M,México,México,1,,
14868863,Ana María,Naranjo,Escalante,1983-11-25,Andador Oaxaca 104 Edif. 982  --  Depto. 811 -- San Flavio los bajos --  OAX 01570-3585,M,México,México,1,,
75558727,Patricia,Flores,Raya,1924-06-27,Calle Sinaloa 411 454 -- Vieja Albania --  BC 51727-4709,M,México,México,1,,
10350737,Mauro,Cantú,Valles,1962-07-23,Ampliación Nuevo León 417 Edif. 272  --  Depto. 946 -- San Catalina los bajos --  QRO 21000-7269,M,México,México,1,,
33287430,Verónica,Bahena,Marrero,1942-07-18,Peatonal Serna 628 143 -- San Vanesa de la Montaña --  COAH 13975,M,México,México,1,,
49804669,Gabriel,Carrero,Benavides,1956-06-13,Ampliación San Luis Potosí 513 441 -- Vieja Turkmenistán --  NAY 32811-7328,M,México,México,1,,
49788006,Judith,Pizarro,Díaz,1988-03-06,Calzada Urías 716 011 -- Vieja Kenya --  TAMPS 16011-8262,M,México,México,1,,
94172430,Ricardo,Lovato,Rivas,1994-04-08,Diagonal Sur Porras 084 Interior 540 -- Vieja Andorra --  CHIS 49373,M,México,México,1,,
53326515,Leticia,Barragán,Herrera,1917-05-24,Privada de la O 307 Interior 183 -- Nueva Iraq --  JAL 22742-0391,M,México,México,1,,
53030498,Carlota,Noriega,Padrón,1950-07-06,Periférico Verdugo 902 Interior 175 -- San Wilfrido los bajos --  COAH 78087,M,México,México,1,,
22219442,Olga,Ballesteros,Rivas,2001-02-06,Circunvalación Durango 483 Edif. 703  --  Depto. 134 -- San Lorena los altos --  ZAC 50705,M,México,México,1,,
30663619,Modesto,Guerra,Maya,1907-05-22,Eje vial Mota 382 014 -- San Beatriz los bajos --  CAMP 17883,M,México,México,1,,
11329817,Eugenio,Calvillo,Mascareñas,1996-05-11,Viaducto Norte Limón 294 352 -- San Celia los bajos --  ZAC 15719,M,México,México,1,,
05973491,Judith,Barrera,Caballero,1986-08-21,Peatonal Congo 933 508 -- Vieja Gabón --  CHIS 96078,M,México,México,1,,
03533178,Ivonne,Tamez,Camacho,1980-11-18,Diagonal Barraza 000 595 -- Nueva Camerún --  Q. ROO 95619-1540,M,México,México,1,,
98217953,María Eugenia,Coronado,Tirado,1963-08-13,Periférico Téllez 245 Interior 191 -- San Camila los altos --  BC 33910,M,México,México,1,,
84134646,Rosa,Cervántez,Paredes,1956-03-06,Continuación Sur Roque 823 Edif. 057  --  Depto. 287 -- Vieja Emiratos Árabes Unidos --  TAMPS 95156-9234,M,México,México,1,,
06874308,María Luisa,Negrón,Irizarry,1974-10-27,Calle Miramontes 889 Edif. 850  --  Depto. 410 -- Nueva Montenegro --  SIN 15030,M,México,México,1,,
07864155,Patricia,Archuleta,Aponte,1973-05-28,Boulevard Tuvalu 972 019 -- San Israel de la Montaña --  Q. ROO 09750,M,México,México,1,,
84667908,Eva,Arevalo,Rangel,1996-11-22,Periférico Durango 387 Edif. 020  --  Depto. 432 -- Vieja Estonia --  GTO 96669,M,México,México,1,,
62555524,Georgina,Estrada,Tafoya,1973-04-30,Cerrada Liechtenstein 494 Edif. 224  --  Depto. 909 -- San Homero los altos --  DGO 46865-1542,M,México,México,1,,
16546998,Cristal,Corral,Almanza,1927-02-18,Andador Estonia 227 Edif. 755  --  Depto. 307 -- San Georgina los altos --  COL 65546-2108,M,México,México,1,,
10138236,Juan,Cruz,Chavarría,1982-04-03,Peatonal Distrito Federal 221 Interior 512 -- San Blanca los bajos --  MOR 03871,M,México,México,1,,
25897029,José Carlos,Villareal,Ríos,1998-07-01,Periférico Norte Lerma 213 Interior 144 -- Nueva República de Corea --  PUE 40035-1729,M,México,México,1,,
81331468,Maximiliano,Ramos,Ramírez,1935-03-14,Cerrada Yucatán 010 Interior 947 -- San Eugenia de la Montaña --  JAL 22524-9683,M,México,México,1,,
65524312,Bianca,Jurado,Manzanares,1962-10-23,Boulevard República de Moldova 575 Edif. 332  --  Depto. 658 -- Nueva Finlandia --  QRO 83130,M,México,México,1,,
64866703,Hernán,Varela,Crespo,1905-08-24,Circunvalación Gallegos 494 Interior 037 -- Nueva Argelia --  VER 37409-4470,M,México,México,1,,
89567074,José María,Luevano,Solís,1944-07-19,Cerrada Prieto 319 Interior 010 -- San Olga de la Montaña --  YUC 29219,M,México,México,1,,
07547768,Julio,Zúñiga,Zamudio,1937-11-26,Continuación Norte Cadena 085 615 -- San Mateo de la Montaña --  PUE 61674-8431,M,México,México,1,,
52146947,Gloria,Quintana,Ayala,1917-01-10,Circunvalación Sur Arellano 194 713 -- Vieja Ucrania --  SIN 73422-9590,M,México,México,1,,
75273965,Amelia,Solorio,Ordóñez,1938-02-22,Boulevard Gabón 498 111 -- Nueva Grecia --  SIN 61268,M,México,México,1,,
86215350,Débora,Ocasio,Serna,1973-01-30,Boulevard Cazares 076 Edif. 020  --  Depto. 944 -- Vieja Perú --  SON 96044-3180,M,México,México,1,,
04564454,Javier,Munguía,Lebrón,1965-12-06,Corredor Concepción 663 Edif. 192  --  Depto. 405 -- San Cynthia de la Montaña --  NL 85019-7461,M,México,México,1,,
17044226,Jonás,Salinas,Moya,1991-04-03,Prolongación Escobar 396 053 -- Vieja Afganistán --  PUE 50647,M,México,México,1,,
00949293,Hugo,Correa,Munguía,1905-12-28,Continuación de Jesús 857 483 -- San Iván los altos --  JAL 46007,M,México,México,1,,
41880258,Zacarías,Valdés,Rael,1908-03-28,Continuación Veracruz de Ignacio de la Llave 956 Edif. 200  --  Depto. 075 -- Nueva Bélgica --  BCS 68034-5708,M,México,México,1,,
32145670,Ana María,Grijalva,Esquivel,1995-06-02,Calle Torres 168 Edif. 166  --  Depto. 341 -- Nueva Polonia --  HGO 55478,M,México,México,1,,
23601352,Héctor,Avilés,Berríos,1939-04-04,Diagonal Tabasco 742 705 -- San María Teresa los altos --  GTO 45954-7606,M,México,México,1,,
82368005,Carla,Muñiz,Collado,1929-03-04,Andador Bahamas 345 Interior 991 -- San Joaquín los bajos --  SON 24520-4513,M,México,México,1,,
63413878,Ignacio,Calderón,Partida,1928-02-25,Ampliación Guanajuato 020 Interior 874 -- Nueva Togo --  QRO 92683-3514,M,México,México,1,,
10129661,Abel,Garay,Casanova,1987-03-23,Privada Sur Carranza 006 Edif. 127  --  Depto. 566 -- Nueva República Árabe Siria --  CHIS 93896-4753,M,México,México,1,,
43720996,Bruno,Gaona,Rangel,1949-04-04,Peatonal Islas Salomón 883 Interior 797 -- Nueva Israel --  COL 56039-0511,M,México,México,1,,
15631039,Nayeli,Valdivia,López,1924-04-27,Avenida Sur Sierra 043 Interior 621 -- San Antonio los altos --  YUC 04371,M,México,México,1,,
19730424,Elisa,Magaña,Bernal,1958-05-26,Privada Acosta 535 Interior 568 -- Vieja Trinidad y Tabago --  MOR 51512-6243,M,México,México,1,,
47408395,Homero,Santiago,Rodarte,1974-10-22,Diagonal Chapa 069 Interior 818 -- Vieja Túnez --  COAH 91078-2838,M,México,México,1,,
53368690,José Eduardo,Palacios,Laureano,1982-06-12,Continuación Filipinas 268 Edif. 520  --  Depto. 410 -- Nueva Bhután --  BCS 71008-4223,M,México,México,1,,
65080689,Octavio,Partida,Escalante,1944-03-26,Continuación Japón 051 Edif. 138  --  Depto. 413 -- San Cristal los bajos --  SLP 31681,M,México,México,1,,
14793257,Carlos,Camacho,Canales,1943-01-05,Continuación Campeche 349 Interior 097 -- San Patricio los altos --  ZAC 54492,M,México,México,1,,
05178698,Gonzalo,Trejo,Cuellar,1961-03-07,Retorno Fuentes 679 Interior 049 -- Nueva Camboya --  BC 98599,M,México,México,1,,
23734623,Miriam,Olvera,Orta,1978-05-06,Prolongación Lituania 454 781 -- Nueva El Salvador --  JAL 85425-8900,M,México,México,1,,
97545460,Abel,Rocha,Mora,1969-02-13,Eje vial Brasil 350 582 -- San Gregorio los bajos --  GTO 77529-9490,M,México,México,1,,
78563421,Abel,Guardado,Barajas,1998-03-31,Periférico República Democrática Popular Lao 020 970 -- Nueva Australia --  SIN 43274-7793,M,México,México,1,,
34826300,Emiliano,Corral,Rosales,2002-05-15,Privada San Luis Potosí 852 Edif. 702  --  Depto. 386 -- San Humberto de la Montaña --  GTO 66538,M,México,México,1,,
90920134,Héctor,Llamas,Aguayo,1975-12-17,Corredor Coahuila de Zaragoza 374 Interior 323 -- San Benjamín los bajos --  MOR 66742,M,México,México,1,,
53301284,Rodrigo,Marroquín,Yáñez,1973-03-19,Periférico San Luis Potosí 114 Interior 725 -- Nueva Mauricio --  PUE 72906,M,México,México,1,,
50621897,Eugenio,Guerra,Mayorga,1911-11-17,Calle Jalisco 248 Edif. 589  --  Depto. 693 -- Vieja Líbano --  CAMP 90235-1645,M,México,México,1,,
43486946,Victoria,Montero,Alcaraz,1933-09-29,Ampliación Santillán 031 Edif. 742  --  Depto. 250 -- San Rodolfo los altos --  BC 38478,M,México,México,1,,
61474741,Liliana,Granados,Perales,1982-02-03,Pasaje Colón 266 Edif. 405  --  Depto. 465 -- Nueva República Checa --  SLP 19919,M,México,México,1,,
96421895,Leticia,Alvarez,Montalvo,1976-11-26,Boulevard Mónaco 320 Interior 167 -- San Timoteo los bajos --  DGO 63663-4275,M,México,México,1,,
35237402,Margarita,Caballero,Carrión,1913-03-18,Diagonal Nuevo León 326 740 -- San Mercedes los altos --  QRO 41366,M,México,México,1,,
23996076,Perla,Alvarado,Lucero,2002-03-04,Eje vial Sur Pulido 261 952 -- San Ana los altos --  GRO 81659,M,México,México,1,,
27840894,María Elena,Acevedo,Uribe,1977-02-05,Corredor Quintana 301 Edif. 697  --  Depto. 909 -- San María Cristina los bajos --  CHIS 07233-1418,M,México,México,1,,
32846980,Irene,Gallegos,Angulo,1999-01-10,Circunvalación Sur Muñoz 166 Interior 842 -- San Enrique los altos --  VER 36858,M,México,México,1,,
35524885,Mauricio,Dueñas,Vallejo,1945-09-18,Pasaje Norte Nieto 328 Interior 192 -- Vieja Estados Unidos de América --  DGO 80580,M,México,México,1,,
77954305,Pascual,Matías,Ballesteros,1971-11-17,Diagonal Rincón 703 Interior 224 -- Nueva Reino Unido de Gran Bretaña e Irlanda del Norte --  ZAC 43668-3357,M,México,México,1,,
64839349,Maximiliano,Zarate,González,1915-05-07,Ampliación Norte Jáquez 795 Edif. 030  --  Depto. 949 -- Vieja Guatemala --  Q. ROO 06570,M,México,México,1,,
69448898,Bruno,Arce,Muro,1951-10-22,Privada Norte Fernández 805 Edif. 785  --  Depto. 025 -- San Enrique los bajos --  OAX 88650-1849,M,México,México,1,,
05671571,Pilar,Hernandes,Arevalo,1987-04-15,Boulevard Tabasco 151 Edif. 216  --  Depto. 640 -- San Luisa de la Montaña --  NL 35108,M,México,México,1,,
34318287,Samuel,Marrero,Puente,1916-09-04,Calle Distrito Federal 446 Edif. 334  --  Depto. 408 -- Vieja Rumania --  NAY 22198,M,México,México,1,,
61060654,Óscar,Moya,Padilla,1937-10-02,Prolongación Sur Briseño 136 177 -- San Socorro los altos --  TAB 51294-0878,M,México,México,1,,
39280060,Esparta,Velasco,Cano,1940-05-15,Diagonal Blanco 391 Edif. 684  --  Depto. 051 -- Nueva Países Bajos --  TAB 89196,M,México,México,1,,
16127081,Vanesa,Rael,Barajas,1919-01-19,Andador Norte Jurado 047 Edif. 573  --  Depto. 821 -- Nueva Bosnia y Herzegovina --  QRO 31991-8136,M,México,México,1,,
09630918,Francisca,Mojica,Espinal,1949-05-17,Avenida Georgia 525 Interior 156 -- Nueva Camboya --  TLAX 53255,M,México,México,1,,
12216116,Horacio,Orta,Mena,2002-06-04,Retorno Norte Pacheco 499 286 -- San Isaac los bajos --  PUE 53458-5668,M,México,México,1,,
15645289,Alicia,Colunga,Ávila,1914-03-27,Cerrada Norte Cintrón 025 212 -- San Marcos los bajos --  SLP 33982,M,México,México,1,,
43574162,Bruno,Velásquez,Rodrígez,1983-03-25,Diagonal Rumania 112 731 -- San Minerva los altos --  BCS 71681,M,México,México,1,,
32561845,Antonio,Lebrón,Rascón,1956-10-17,Prolongación Norte Almanza 396 Interior 748 -- San Silvano los bajos --  HGO 26600-3214,M,México,México,1,,
08735225,Lourdes,Jiménez,Godoy,1966-07-13,Andador Sur Ibarra 119 Edif. 175  --  Depto. 757 -- San Hugo de la Montaña --  CHIS 53575-3842,M,México,México,1,,
60292223,Ana Luisa,Escalante,Muñiz,1959-07-19,Periférico Valencia 570 467 -- Vieja Arabia Saudita --  COAH 03119-8298,M,México,México,1,,
14313677,Nadia,Meraz,Zavala,1949-06-22,Calle Norte Salinas 216 Interior 788 -- San Francisco los bajos --  DF 01549-4987,M,México,México,1,,
45150180,María Elena,Cabán,Mejía,1979-05-18,Peatonal Norte Valdivia 148 703 -- Nueva Turquía --  NAY 38410,M,México,México,1,,
10172988,Gregorio,Mena,Vanegas,1952-03-31,Avenida Colima 905 Edif. 895  --  Depto. 835 -- San David los altos --  SLP 96599,M,México,México,1,,
47790032,Mónica,Jáquez,Ferrer,1934-06-08,Boulevard Sur Muñiz 311 378 -- Vieja China --  VER 28222-3993,M,México,México,1,,
42534488,Leonardo,Carreón,Uribe,1907-02-12,Circuito Sudáfrica 808 Edif. 943  --  Depto. 147 -- Nueva Mauricio --  Q. ROO 38474,M,México,México,1,,
14352461,Sergio,Rivera,Suárez,1913-02-23,Pasaje Sur Báez 995 083 -- Nueva Dominicana --  MICH 38887-8581,M,México,México,1,,
86209687,Camila,Aragón,Rojas,1956-02-20,Ampliación Chihuahua 141 Edif. 985  --  Depto. 132 -- San Jorge los altos --  COL 88496-3655,M,México,México,1,,
94985894,Alvaro,Godoy,Cortez,1942-06-11,Ampliación Sur Ruelas 443 Edif. 405  --  Depto. 590 -- Vieja República Democrática del Congo --  BCS 58159-1958,M,México,México,1,,
75404475,Lourdes,Valladares,Ríos,1926-11-02,Boulevard San Luis Potosí 263 Interior 367 -- Nueva República Democrática del Congo --  HGO 07718,M,México,México,1,,
08027313,Gerardo,Zedillo,Benavides,1981-09-05,Ampliación República Unida de Tanzanía 989 Edif. 263  --  Depto. 785 -- San Daniela los altos --  CAMP 48801,M,México,México,1,,
33024301,Nayeli,Carrera,Cornejo,1912-01-16,Retorno Norte Varela 331 Edif. 095  --  Depto. 483 -- Nueva Bélgica --  DF 06884,M,México,México,1,,
24364355,Barbara,Castellanos,Tamayo,1990-08-13,Circunvalación México 487 Interior 968 -- Nueva Chad --  HGO 84380-0380,M,México,México,1,,
16177284,Camila,Perales,Alvarez,1930-07-25,Callejón Tello 781 Interior 757 -- Vieja Georgia --  GTO 48153-5658,M,México,México,1,,
26471891,Gerardo,Valentín,Chavarría,1976-06-29,Viaducto Chiapas 557 Interior 091 -- Vieja Antigua y Barbuda --  TAMPS 52015,M,México,México,1,,
43831456,Diego,Vergara,Regalado,1977-02-18,Diagonal Cedillo 205 Edif. 953  --  Depto. 486 -- San Inés los altos --  COL 49268,M,México,México,1,,
26008448,Felipe,Barrios,Muñiz,1996-02-10,Viaducto Sur Arias 378 970 -- San Rosa de la Montaña --  BCS 25267-8200,M,México,México,1,,
17887939,Daniel,Valverde,Gómez,1997-12-12,Callejón Miramontes 405 280 -- San Sergio los altos --  BCS 16693,M,México,México,1,,
36774678,Federico,Montez,Quezada,1999-10-09,Boulevard Veracruz de Ignacio de la Llave 130 Edif. 124  --  Depto. 716 -- Vieja Egipto --  YUC 35843,M,México,México,1,,
08786777,Georgina,Covarrubias,Ávalos,1953-11-29,Prolongación Aguascalientes 949 Interior 580 -- San Manuel los bajos --  BC 73030,M,México,México,1,,
18094916,Eva,Aranda,Salazar,1966-11-06,Avenida Sur Villalobos 615 994 -- San Rebeca los bajos --  AGS 74932-6075,M,México,México,1,,
96225882,Dulce,Irizarry,Rangel,1983-01-15,Viaducto Sur Zapata 874 Edif. 869  --  Depto. 055 -- San Juana de la Montaña --  COL 40081,M,México,México,1,,
97697442,Jacobo,Villagómez,Ruelas,2000-07-15,Diagonal Arenas 554 Edif. 137  --  Depto. 875 -- San Timoteo los bajos --  DF 79841-9887,M,México,México,1,,
53293176,Isaac,Durán,Robles,1907-09-19,Pasaje Lesotho 931 457 -- San Helena los altos --  COL 14931,M,México,México,1,,
65778562,Rafaél,Rocha,Garica,1925-01-27,Pasaje Colombia 363 Interior 189 -- Vieja Sierra Leona --  DGO 44199,M,México,México,1,,
80100898,Dulce,Coronado,Alva,1951-01-06,Privada Irlanda 735 Edif. 150  --  Depto. 471 -- Nueva Uruguay --  SON 68036,M,México,México,1,,
28138068,Elias,Ordóñez,Preciado,1982-03-26,Calzada Liberia 528 035 -- Nueva Túnez --  ZAC 22552-4959,M,México,México,1,,
40899022,Virginia,Pizarro,Tamayo,1964-02-28,Privada Norte Mercado 440 701 -- San Gabriel los altos --  MOR 83934,M,México,México,1,,
30358379,Inés,Villaseñor,Maldonado,1958-02-14,Continuación Sur Cardenas 676 257 -- Vieja Santa Lucía --  OAX 07266,M,México,México,1,,
38569593,Julia,Matos,Merino,1943-10-27,Avenida Fiji 348 Edif. 000  --  Depto. 305 -- Vieja Países Bajos --  NAY 96035-2442,M,México,México,1,,
78765214,Santiago,Terrazas,Valadez,1986-02-18,Calle Márquez 706 Edif. 793  --  Depto. 130 -- San Emilio los altos --  HGO 19464-4412,M,México,México,1,,
19821030,Noemí,Reséndez,Chapa,1931-11-24,Corredor Mondragón 067 Edif. 990  --  Depto. 537 -- San Camilo de la Montaña --  NAY 24402-0049,M,México,México,1,,
16234574,Felix,Zambrano,Colón,1992-05-28,Cerrada Samaniego 902 107 -- Nueva Luxemburgo --  ZAC 28657,M,México,México,1,,
11374060,Jacobo,Lomeli,Vázquez,1953-12-29,Avenida Santo Tomé y Príncipe 522 139 -- Vieja Santa Lucía --  SLP 17810-8972,M,México,México,1,,
14148569,María Luisa,Ávila,Cuellar,1954-04-20,Boulevard Tabasco 084 015 -- San Raúl de la Montaña --  MICH 58646-8015,M,México,México,1,,
36020799,Gabriel,Saldivar,Enríquez,1943-08-18,Peatonal Distrito Federal 323 Interior 040 -- San José Emilio los bajos --  GTO 52341-9027,M,México,México,1,,
07516573,Ramiro,Valverde,Rendón,1911-02-06,Viaducto Mali 338 999 -- Vieja Malawi --  TAB 92372,M,México,México,1,,
75022228,Francisco,Lozada,Guzmán,1987-04-22,Avenida Partida 933 Interior 170 -- Nueva Nauru --  COAH 39319,M,México,México,1,,
87921212,Patricio,Torres,Montes,1985-05-04,Callejón Durango 610 779 -- San Wendolin los altos --  CAMP 74648-4370,M,México,México,1,,
96104880,Eugenio,Pizarro,Ocampo,1979-06-24,Circuito Sur Riojas 991 486 -- San Claudia de la Montaña --  MOR 34793-9460,M,México,México,1,,
44023928,Carlos,Alfaro,Cotto,1963-04-02,Circuito Tamaulipas 762 Edif. 508  --  Depto. 071 -- San Úrsula los bajos --  CHIH 16693,M,México,México,1,,
44945176,Angélica,Rivera,Rendón,1979-01-25,Callejón Guanajuato 119 Interior 053 -- Nueva Sudán --  SIN 07609-2368,M,México,México,1,,
48538046,Yeni,Melgar,Ornelas,1998-03-13,Retorno Canales 852 904 -- San Ana Luisa los bajos --  SIN 08138,M,México,México,1,,
27529034,Elias,Pabón,Menchaca,1996-03-10,Continuación Olivo 266 542 -- San Noelia los bajos --  VER 95738,M,México,México,1,,
53671042,Norma,Lozano,Páez,1985-11-17,Circuito Sur Munguía 731 Edif. 717  --  Depto. 026 -- San Jaime los bajos --  TAMPS 47898-3359,M,México,México,1,,
20618483,Andrea,Díaz,Olvera,1991-10-27,Boulevard Sur Padilla 421 939 -- Nueva Canadá --  TAB 98148-0463,M,México,México,1,,
47415485,Hilda,Gurule,Rolón,1982-07-22,Viaducto Liechtenstein 432 Interior 379 -- Nueva Camboya --  BC 69866,M,México,México,1,,
68474867,María José,Valadez,Villalobos,1944-01-02,Peatonal Norte Loya 576 291 -- Vieja Sierra Leona --  YUC 28240-9400,M,México,México,1,,
47979826,Indira,del Río,Crespo,1996-04-30,Calle Hurtado 463 Interior 433 -- Nueva Lesotho --  CHIS 53042-6594,M,México,México,1,,
85736399,Magdalena,Olivares,Delgado,1959-06-26,Privada Gambia 235 Interior 749 -- Vieja Djibouti --  AGS 25517,M,México,México,1,,
74832538,Marisol,Fajardo,Blanco,1989-09-15,Andador Guzmán 463 926 -- San Arturo los altos --  NAY 20488-7990,M,México,México,1,,
20489885,Germán,Tafoya,Rascón,1996-03-15,Eje vial Norte Vega 701 Edif. 643  --  Depto. 967 -- San Gabino los bajos --  OAX 06625-5879,M,México,México,1,,
60268600,Rosa,Bustos,Cornejo,1942-07-31,Peatonal Casanova 082 Edif. 509  --  Depto. 225 -- San Amalia los bajos --  BCS 43682-3126,M,México,México,1,,
35241201,Javier,Rodríquez,Cuellar,1978-02-09,Continuación Norte Cano 287 179 -- Nueva Angola --  NL 66498-5254,M,México,México,1,,
77157850,Helena,Rascón,Gómez,1922-04-07,Corredor Durango 457 126 -- Nueva Albania --  CAMP 95308,M,México,México,1,,
55057479,Marisol,Vera,Padilla,1993-10-09,Boulevard Honduras 347 056 -- San Armando los altos --  MICH 81895-5653,M,México,México,1,,
03492574,Gerardo,Vela,Zavala,1930-10-18,Prolongación Madrid 750 Interior 821 -- San Emilia los altos --  MOR 82844,M,México,México,1,,
46427601,Reina,Saavedra,Madera,1978-08-18,Diagonal Tlaxcala 871 247 -- Vieja Italia --  VER 86300,M,México,México,1,,
45197383,Amanda,Luna,Cintrón,1914-11-15,Privada Yucatán 260 Edif. 852  --  Depto. 719 -- San Zacarías de la Montaña --  DGO 27141,M,México,México,1,,
09624078,María del Carmen,Gaytán,Casares,1957-07-31,Calzada Regalado 065 387 -- San Cristobal de la Montaña --  MOR 92975,M,México,México,1,,
21251580,Nancy,Mora,Páez,1944-04-14,Viaducto Hurtado 385 Edif. 041  --  Depto. 540 -- Nueva Djibouti --  MICH 69859-1721,M,México,México,1,,
65863312,Concepción,Barraza,Benavides,1940-10-05,Cerrada Sri Lanka 380 Interior 893 -- San Lorenzo los bajos --  QRO 22141,M,México,México,1,,
29503179,Inés,Meléndez,Batista,1912-09-21,Circuito Tayikistán 772 Interior 885 -- San María Eugenia de la Montaña --  AGS 28820,M,México,México,1,,
95018911,Hermelinda,Paredes,Abrego,1981-05-02,Periférico Esparza 390 Interior 205 -- San Claudia los bajos --  NL 16460,M,México,México,1,,
20392406,Tomás,Menéndez,Rosas,1976-07-05,Circuito Querétaro 823 Edif. 893  --  Depto. 469 -- Vieja Kiribati --  JAL 24950-6197,M,México,México,1,,
06795139,Jesús,Oquendo,Pantoja,1974-02-06,Circunvalación Chavarría 709 271 -- Vieja Estados Unidos de América --  NAY 84327,M,México,México,1,,
86416276,Karla,Villalpando,Ibarra,1944-02-08,Boulevard Omán 497 Edif. 656  --  Depto. 686 -- San Ilse de la Montaña --  COAH 27289-4803,M,México,México,1,,
50075249,Ana,Maestas,Partida,1991-06-29,Ampliación Urrutia 415 Interior 276 -- Vieja Bélgica --  PUE 14338,M,México,México,1,,
65789049,Jorge Luis,Reyna,Medina,2000-10-20,Circuito Distrito Federal 284 Edif. 813  --  Depto. 893 -- San Emiliano los bajos --  TLAX 79520,M,México,México,1,,
04237433,Renato,Magaña,Laureano,1966-09-15,Calle Rosas 429 431 -- San Silvano los altos --  SON 65539,M,México,México,1,,
72419526,Gilberto,Palomino,Montañez,1988-10-12,Calle Morelos 937 900 -- San Bianca los altos --  NL 07058,M,México,México,1,,
93439398,Elvia,Cervantes,Orosco,1957-04-09,Privada Cardona 092 Interior 519 -- Nueva Santa Lucía --  MICH 33034-0378,M,México,México,1,,
74049509,Cecilia,Limón,Montalvo,1988-02-17,Cerrada Seychelles 993 Interior 810 -- San Fidel los altos --  CHIH 24824,M,México,México,1,,
26878317,Wendolin,Reyes,Meza,1966-02-27,Circunvalación Norte Robles 898 Edif. 682  --  Depto. 557 -- San Aurelio los altos --  MICH 43971-0645,M,México,México,1,,
17758062,Antonia,Alcaraz,Maya,1972-02-03,Cerrada Mauricio 543 Interior 205 -- San Araceli los bajos --  HGO 93093-9335,M,México,México,1,,
19792378,Emilia,Figueroa,Villalpando,1907-04-20,Retorno Coahuila de Zaragoza 570 Edif. 126  --  Depto. 727 -- Nueva San Marino --  MEX 46838,M,México,México,1,,
72177914,Francisco,Gurule,Soria,1987-01-17,Eje vial Michoacán de Ocampo 723 Interior 359 -- San Jaime los bajos --  NAY 62990-7084,M,México,México,1,,
95864822,Araceli,Bañuelos,Gallegos,1961-07-21,Ampliación Madrigal 386 632 -- San Oswaldo de la Montaña --  YUC 62299,M,México,México,1,,
16117990,Pamela,Pelayo,Riojas,1983-04-09,Prolongación Sur Casares 217 967 -- San Adriana los altos --  SON 68198-5431,M,México,México,1,,
39176219,Perla,Suárez,Pichardo,1967-09-30,Privada Mesa 389 150 -- San Ernesto los altos --  BCS 07255-5878,M,México,México,1,,
40989457,Eric,López,Carrión,1930-11-10,Eje vial Barraza 301 Edif. 068  --  Depto. 535 -- Nueva Polonia --  NL 38799-3474,M,México,México,1,,
