cod_cliente;numCuenta
63546958;376756022187390
19869124;30433142280715
51304720;4294009405775989640
55882651;3535526405915044
17641616;4769726959769830
19279749;6573348641814535
11710349;4534577372120364
31500524;345580289739521
36693337;4084153630532732319
14044953;4790387149068317346
25415759;2221326691936007
13256425;6577944658436232
52033384;639035180822
76925580;2583483010066701
09177802;4451414390187606
27371824;3509485623246140
15189462;630466874868
18863307;180007667931486
03207307;180016699451900
73488866;6011140774236812
36991013;372656604100270
09191891;4008182815134166693
17269063;6523822534004058
42493327;4452028086251000010
50263530;213152681378420
06942984;2441916930009139
80724988;376684151285183
44758905;347035698301320
85988187;4070885092459995540
56050004;180029183110437
52617461;4406775971649065
49560275;2279210318206302
44935313;4885562402207238
07242601;30561221381564
72324301;180073788592342
25647419;2599497919364811
60529695;6552284583715122
89134757;3502611223855686
06101862;4619569686561076722
